id	source	Description	rnaseq_gene_count_Pcub_MSU1_3dpi	rnaseq_gene_count_Pcub_MSU1_4dpi	rnaseq_gene_count_Pcub_MSU1_5dpi	rnaseq_gene_count_Pcub_MSU1_6dpi
Pcub-MSU1_017_000230.1	eggnog	domain-containing protein	73	102	323	413
Pcub-MSU1_017_000269.1	eggnog	domain-containing protein	2	0	12	16
Pcub-MSU1_017_000231.1	eggnog	2OG-Fe(II) oxygenase superfamily	11	16	22	41
Pcub-MSU1_017_000232.1	interproscan	PTHR46759 domain-containing protein	0	0	0	0
Pcub-MSU1_017_000233.1	blastp	Homology to Phytophthora cinnamomi predicted protein KAG6584950.1	85.726	84.047	98.204	191.884
Pcub-MSU1_017_000234.1	eggnog	Endonuclease/Exonuclease/phosphatase family	119	379	853	1286
Pcub-MSU1_017_000235.1	eggnog	Leucine-rich repeat - CC (cysteine-containing) subfamily	3	12	11	21
Pcub-MSU1_017_000236.1	eggnog	Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)	109	172	279	404
Pcub-MSU1_017_000268.1	interproscan	PTHR40861 domain-containing protein	23	44	64	106
Pcub-MSU1_017_000237.1	eggnog	Arginine methyltransferase involved in the assembly or stability of mitochondrial NADH ubiquinone oxidoreductase complex (complex I)	16	35	95	110
Pcub-MSU1_017_000267.1	eggnog	Ribosomal protein L10	2713	5644	6384	8662
Pcub-MSU1_017_000266.1	blastp	Homology to Phytophthora cinnamomi predicted protein KAG6584950.1	165.274	124.953	107.796	280.116
Pcub-MSU1_017_000265.1	interproscan	G3DSA:3.80.10.10 domain-containing protein	0	0	0	1
Pcub-MSU1_017_000238.1	unannotated	Hypothetical protein of unknown function	484	576	916	1484
Pcub-MSU1_017_000264.1	interproscan	BZIP transcription factor 1 C-terminal domain (PF27643)	9	11	16	20
Pcub-MSU1_017_000239.1	eggnog	peripheral T cell tolerance induction	7	17	35	25
Pcub-MSU1_017_000240.1	eggnog	peripheral T cell tolerance induction	4	23	45	56
Pcub-MSU1_017_000241.1	eggnog	peripheral T cell tolerance induction	0	2	4	0
Pcub-MSU1_017_000242.1	eggnog	domain-containing protein	15	5	33	56
Pcub-MSU1_017_000243.1	eggnog	Microtubule-binding stalk of dynein motor	12	32	26	54
Pcub-MSU1_017_000244.1	blastp	Homology to Phytophthora megakarya predicted protein OWZ22415.1	13	27	31	67
Pcub-MSU1_017_000245.1	eggnog	Ribosomal protein L36	7	31	31	20
Pcub-MSU1_017_000246.1	eggnog	Tubulin-tyrosine ligase family	121	193	381	428
Pcub-MSU1_017_000247.1	interproscan	PTHR35982 domain-containing protein	18	50	48	60
Pcub-MSU1_017_000248.1	eggnog	Putative GTP-ase activating proteins for the small GTPase, ARF	78	148	291	390
Pcub-MSU1_017_000263.1	eggnog	The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2)	513	736	1158	1610
Pcub-MSU1_017_000262.1	blastp	Homology to Phytophthora rubi predicted protein KAE9040407.1	0	0	1	0
Pcub-MSU1_017_000249.1	eggnog	L-arabinose catabolic process	2	10	7	24
Pcub-MSU1_017_000250.1	eggnog	Nbl1 / Borealin N terminal	3	15	25	40
Pcub-MSU1_017_000261.1	eggnog	domain-containing protein	10	29	27	36
Pcub-MSU1_017_000251.1	eggnog	C-terminal domain of 1-Cys peroxiredoxin	4	2	1	4
Pcub-MSU1_017_000260.1	eggnog	regulation of glycolytic process by negative regulation of transcription from RNA polymerase II promoter	35	22	66	146
Pcub-MSU1_017_000252.1	blastp	Homology to Peronospora effusa predicted protein RQM13392.1	23	19	39	53
Pcub-MSU1_017_000259.1	eggnog	DUF4217	37	38	123	172
Pcub-MSU1_017_000253.1	eggnog	Tim44	39	48	113	180
Pcub-MSU1_017_000254.1	eggnog	Rad51	0	4	11	18
Pcub-MSU1_017_000258.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_017_000257.1	unannotated	Hypothetical protein of unknown function	0	0	0	3
Pcub-MSU1_017_000255.1	eggnog	domain-containing protein	33	69	128	167
Pcub-MSU1_017_000256.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000001.1	eggnog	Sugar (and other) transporter	418	509	682	1046
Pcub-MSU1_018_000606.1	eggnog	domain-containing protein	13	31	102	155
Pcub-MSU1_018_000002.1	eggnog	Lysine methyltransferase	4	8	30	34
Pcub-MSU1_018_000003.1	eggnog	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly	16	39	34	39
Pcub-MSU1_018_000605.1	eggnog	snRNP Sm proteins	53	84	127	155
Pcub-MSU1_018_000004.1	eggnog	Pex2 / Pex12 amino terminal region	15	14	33	54
Pcub-MSU1_018_000604.1	eggnog	Sas10/Utp3/C1D family	9	51	52	75
Pcub-MSU1_018_000603.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000005.1	blastp	Homology to Peronospora destructor predicted protein CAI5744636.1	15	27	40	51
Pcub-MSU1_018_000602.1	eggnog	Flavin containing amine oxidoreductase	20	107	110	168
Pcub-MSU1_018_000006.1	eggnog	regulation of protein catabolic process	695	391	934	1609
Pcub-MSU1_018_000601.1	eggnog	Transmembrane amino acid transporter protein	51	54	56	114
Pcub-MSU1_018_000600.1	eggnog	Protein tyrosine kinase	8	2.847	17	11.929
Pcub-MSU1_018_000599.1	eggnog	Rtf2 RING-finger	46.131	4.809	39.766	78.685
Pcub-MSU1_018_000007.1	eggnog	Armadillo/beta-catenin-like repeats	0	0	35.544	6.111
Pcub-MSU1_018_000598.1	eggnog	Glycosyltransferase (GlcNAc)	0	0	0	0
Pcub-MSU1_018_000597.1	eggnog	Sec1 family	74	54.169	145.476	230
Pcub-MSU1_018_000008.1	eggnog	Sec1 family	0	6.831	6.524	0
Pcub-MSU1_018_000009.1	eggnog	Glycosyltransferase (GlcNAc)	1	0	0	0
Pcub-MSU1_018_000596.1	eggnog	Armadillo/beta-catenin-like repeats	38	52	75.456	157.889
Pcub-MSU1_018_000010.1	eggnog	Rtf2 RING-finger	12.869	29.191	48.234	59.315
Pcub-MSU1_018_000011.1	eggnog	Protein tyrosine kinase	0	6.153	0	8.071
Pcub-MSU1_018_000012.1	blastp	Homology to Phytophthora idaei predicted protein KAG3240119.1	0	0	1	2
Pcub-MSU1_018_000595.1	eggnog	domain-containing protein	30	42	65	82
Pcub-MSU1_018_000013.1	unannotated	Hypothetical protein of unknown function	19	25	29	34
Pcub-MSU1_018_000594.1	eggnog	Major Facilitator Superfamily	0	0	0	0
Pcub-MSU1_018_000593.1	eggnog	domain-containing protein	0	0	0	0
Pcub-MSU1_018_000592.1	eggnog	domain-containing protein	0	0	0	0
Pcub-MSU1_018_000591.1	eggnog	domain-containing protein	3	18	27	52
Pcub-MSU1_018_000014.1	eggnog	GTP-binding protein involved in nucleocytoplasmic transport	163	533	761	901
Pcub-MSU1_018_000015.1	blastp	Homology to Phytophthora cactorum predicted protein KAG2761116.1	1	1	3	8
Pcub-MSU1_018_000016.1	eggnog	ATP citrate lyase citrate-binding	176	415	571	407
Pcub-MSU1_018_000017.1	eggnog	Major Facilitator Superfamily	0	0	0	0
Pcub-MSU1_018_000590.1	unannotated	Hypothetical protein of unknown function	15	11	28	25
Pcub-MSU1_018_000589.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000588.1	eggnog	WD domain, G-beta repeat	8.077	2.906	3.008	13.131
Pcub-MSU1_018_000587.1	eggnog	SAM domain (Sterile alpha motif)	124	91	51	212
Pcub-MSU1_018_000586.1	eggnog	DNA replication factor CDT1 like	26	14	16	16
Pcub-MSU1_018_000018.1	eggnog	Major Facilitator Superfamily	364	258	201	218
Pcub-MSU1_018_000019.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000020.1	unannotated	Hypothetical protein of unknown function	1	0	0	0
Pcub-MSU1_018_000021.1	eggnog	Major Facilitator Superfamily	0	0	0	0
Pcub-MSU1_018_000022.1	eggnog	WD domain, G-beta repeat	31.923	6.094	7.992	78.869
Pcub-MSU1_018_000585.1	eggnog	Rab subfamily of small GTPases	51	91	108	184
Pcub-MSU1_018_000023.1	eggnog	protein serine/threonine kinase activity	0	1	1	5
Pcub-MSU1_018_000024.1	eggnog	protein serine/threonine kinase activity	30	54	58	62
Pcub-MSU1_018_000025.1	eggnog	EF hand	1	3	2	16
Pcub-MSU1_018_000584.1	eggnog	Drought induced 19 protein (Di19), zinc-binding	11	9	35	34
Pcub-MSU1_018_000026.1	eggnog	domain-containing protein	0	0	0	3
Pcub-MSU1_018_000583.1	eggnog	Tetratricopeptide repeat	0	0	0	5
Pcub-MSU1_018_000582.1	eggnog	Domain of unknown function (DUF4201)	10	9	14	33
Pcub-MSU1_018_000027.1	eggnog	Phosphate acyltransferases	118	108	97	200
Pcub-MSU1_018_000581.1	eggnog	Acetyl-CoA carboxylase, central region (ACACB)	209	434	726	859
Pcub-MSU1_018_000580.1	eggnog	domain-containing protein	70	134	165	254
Pcub-MSU1_018_000028.1	eggnog	Nucleotide-sugar transporter	10	27	37	45
Pcub-MSU1_018_000029.1	blastp	Homology to Peronospora destructor predicted protein CAI5744624.1	3	7	24	29
Pcub-MSU1_018_000030.1	interproscan	PTHR14865 domain-containing protein	14	24	42	35
Pcub-MSU1_018_000031.1	blastp	Homology to Peronospora effusa predicted protein RMX67554.1	37	35	76	102
Pcub-MSU1_018_000579.1	eggnog	domain-containing protein	37	33	76	114
Pcub-MSU1_018_000578.1	eggnog	Protein kinase C conserved region 2 (CalB)	16	16	30	62
Pcub-MSU1_018_000577.1	eggnog	CoA pyrophosphatase activity	54	61	78	96
Pcub-MSU1_018_000032.1	blastp	Homology to Peronosclerospora sorghi predicted protein KAI9916747.1	42	60	84	119
Pcub-MSU1_018_000576.1	eggnog	domain-containing protein	46	109	143	264
Pcub-MSU1_018_000033.1	eggnog	regulation of superoxide dismutase activity	20.276	12.2	49.531	127.798
Pcub-MSU1_018_000034.1	eggnog	Major Facilitator Superfamily	0	0	3	0
Pcub-MSU1_018_000575.1	eggnog	Major Facilitator Superfamily	0	0	1	2
Pcub-MSU1_018_000574.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000573.1	eggnog	RING-like zinc finger	25.724	52.8	42.469	90.202
Pcub-MSU1_018_000035.1	eggnog	Methyltransferase required for the conversion of 2- polyprenyl-6-methoxy-1,4-benzoquinol (DDMQH2) to 2-polyprenyl-3- methyl-6-methoxy-1,4-benzoquinol (DMQH2)	26	53	63	101
Pcub-MSU1_018_000572.1	eggnog	Tetratricopeptide repeat	16	33	23	44
Pcub-MSU1_018_000571.1	eggnog	histone kinase activity (H2A-T120 specific)	18	12	17	59
Pcub-MSU1_018_000570.1	eggnog	EF-hand domain pair	0	0	0	5
Pcub-MSU1_018_000036.1	eggnog	AFG1-like ATPase	13	11	22	41
Pcub-MSU1_018_000037.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000038.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000039.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000040.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000041.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000042.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000043.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000044.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000045.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000046.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000047.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000048.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000049.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000050.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000051.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000052.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000053.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000054.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000055.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000056.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000057.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000058.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000059.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000060.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000061.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000062.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000063.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000064.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000065.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000066.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000067.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000068.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000069.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000070.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000071.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000072.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000073.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000074.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000075.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000076.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000077.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000078.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000079.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000080.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000081.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000082.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000083.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000084.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000085.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000086.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000087.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000088.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000089.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000090.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000091.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000092.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000093.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000094.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000095.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000096.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000097.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000098.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000099.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000100.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000101.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000102.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000103.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000104.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000105.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000106.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000107.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000108.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000109.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000110.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000111.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000112.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000113.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000114.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000115.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000116.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000117.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000118.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000119.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000120.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000121.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000122.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000123.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000124.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000125.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000126.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000127.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000128.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000129.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000130.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000131.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000132.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000133.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000134.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000135.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000136.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000137.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000138.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000139.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000140.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000141.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000142.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000143.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000144.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000145.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000146.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000147.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000148.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000149.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000150.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000151.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000152.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000153.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000154.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000155.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000156.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000157.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000158.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000159.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000160.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000161.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000162.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000163.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000164.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000165.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000166.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000167.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000168.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000169.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000170.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_018_000171.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
